date,country,os,browser,market_share
2025-02,South Africa,MacOSX,Chrome,62.692
2025-02,South Africa,MacOSX,Safari,30.27
2025-02,South Africa,MacOSX,Firefox,3.857
2025-02,South Africa,MacOSX,Brave,1.527
2025-02,South Africa,MacOSX,Opera,0.98
2025-02,South Africa,MacOSX,Edge,0.544
2025-02,South Africa,MacOSX,DuckDuckGo,0.113
2025-02,South Africa,MacOSX,Yandex Browser,0.008
2025-02,South Africa,MacOSX,Avast Secure Browser,0.005
2025-02,South Africa,MacOSX,Vivaldi,0.002
2025-02,South Africa,MacOSX,AVG,0.001
2025-02,South Africa,MacOSX,Other,0.001
2025-02,South Africa,Mobile,Chrome,48.994
2025-02,South Africa,Mobile,Chrome Mobile WebView,25.818
2025-02,South Africa,Mobile,Safari,6.801
2025-02,South Africa,Mobile,Mobile Safari UI/WKWebView,4.965
2025-02,South Africa,Mobile,Facebook,4.071
2025-02,South Africa,Mobile,Samsung Internet,3.839
2025-02,South Africa,Mobile,Huawei Browser,1.953
2025-02,South Africa,Mobile,Instagram,1.195
2025-02,South Africa,Mobile,Opera,0.671
2025-02,South Africa,Mobile,Brave,0.343
2025-02,South Africa,Mobile,UC Browser,0.333
2025-02,South Africa,Mobile,Firefox,0.222
2025-02,South Africa,Mobile,TikTok,0.219
2025-02,South Africa,Mobile,Edge,0.15
2025-02,South Africa,Mobile,Twitter,0.147
2025-02,South Africa,Mobile,DuckDuckGo,0.083
2025-02,South Africa,Mobile,Pinterest,0.079
2025-02,South Africa,Mobile,Aloha Browser,0.037
2025-02,South Africa,Mobile,VivoBrowser,0.023
2025-02,South Africa,Mobile,Mi Browser,0.016
2025-02,South Africa,Mobile,Yandex Browser,0.014
2025-02,South Africa,Mobile,Instabridge,0.012
2025-02,South Africa,Mobile,QQ Browser,0.004
2025-02,South Africa,Mobile,Ecosia,0.003
2025-02,South Africa,Mobile,Mint Browser,0.002
2025-02,South Africa,Mobile,Oculus Browser,0.002
2025-02,South Africa,Mobile,Snapchat,0.002
2025-02,South Africa,Mobile,HiBrowser,0.001
2025-02,South Africa,Mobile,Other,0.001
2025-02,South Africa,Windows,Chrome,66.709
2025-02,South Africa,Windows,Edge,23.764
2025-02,South Africa,Windows,Firefox,4.928
2025-02,South Africa,Windows,Brave,2.176
2025-02,South Africa,Windows,Opera,1.924
2025-02,South Africa,Windows,Avast Secure Browser,0.24
2025-02,South Africa,Windows,AVG,0.14
2025-02,South Africa,Windows,DuckDuckGo,0.04
2025-02,South Africa,Windows,Yandex Browser,0.028
2025-02,South Africa,Windows,Huawei Browser,0.016
2025-02,South Africa,Windows,QQ Browser,0.012
2025-02,South Africa,Windows,Safari,0.009
2025-02,South Africa,Windows,UC Browser,0.004
2025-02,South Africa,Windows,VivoBrowser,0.003
2025-02,South Africa,Windows,Whale,0.003
2025-02,South Africa,Windows,Aloha Browser,0.001
2025-02,South Africa,Windows,Coc Coc,0.001
2025-02,South Africa,Windows,Vivaldi,0.001
2025-02,South Africa,Windows,Wave Browser,0.001
2025-02,South Africa,Windows,Other,0.0
2025-02,South Africa,iOS,Safari,43.007
2025-02,South Africa,iOS,Mobile Safari UI/WKWebView,31.673
2025-02,South Africa,iOS,Chrome,12.174
2025-02,South Africa,iOS,Facebook,6.488
2025-02,South Africa,iOS,Instagram,4.427
2025-02,South Africa,iOS,TikTok,0.545
2025-02,South Africa,iOS,Twitter,0.538
2025-02,South Africa,iOS,Pinterest,0.422
2025-02,South Africa,iOS,Firefox,0.303
2025-02,South Africa,iOS,Edge,0.188
2025-02,South Africa,iOS,DuckDuckGo,0.122
2025-02,South Africa,iOS,Aloha Browser,0.081
2025-02,South Africa,iOS,Yandex Browser,0.008
2025-02,South Africa,iOS,Ecosia,0.005
2025-02,South Africa,iOS,Opera,0.005
2025-02,South Africa,iOS,Snapchat,0.005
2025-02,South Africa,iOS,QQ Browser,0.003
2025-02,South Africa,iOS,Other,0.002
2025-02,South Africa,iOS,UC Browser,0.002
2025-02,Spain,Android,Chrome,69.774
2025-02,Spain,Android,Chrome Mobile WebView,15.625
2025-02,Spain,Android,Samsung Internet,4.532
2025-02,Spain,Android,Facebook,4.024
2025-02,Spain,Android,Instagram,2.598
2025-02,Spain,Android,Mi Browser,0.788
2025-02,Spain,Android,Brave,0.666
2025-02,Spain,Android,Firefox,0.626
2025-02,Spain,Android,Opera,0.283
2025-02,Spain,Android,TikTok,0.257
2025-02,Spain,Android,Edge,0.23
2025-02,Spain,Android,DuckDuckGo,0.229
2025-02,Spain,Android,Huawei Browser,0.122
2025-02,Spain,Android,Aloha Browser,0.072
2025-02,Spain,Android,Ecosia,0.051
2025-02,Spain,Android,UC Browser,0.034
2025-02,Spain,Android,Yandex Browser,0.026
2025-02,Spain,Android,Twitter,0.02
2025-02,Spain,Android,Oculus Browser,0.018
2025-02,Spain,Android,Pinterest,0.006
2025-02,Spain,Android,Snapchat,0.004
2025-02,Spain,Android,QQ Browser,0.003
2025-02,Spain,Android,VivoBrowser,0.003
2025-02,Spain,Android,HiBrowser,0.002
2025-02,Spain,Android,Mint Browser,0.002
2025-02,Spain,Android,Instabridge,0.001
2025-02,Spain,Android,Other,0.001
2025-02,Spain,Android,Whale,0.001
2025-02,Spain,Desktop,Chrome,73.072
2025-02,Spain,Desktop,Edge,10.376
2025-02,Spain,Desktop,Firefox,8.118
2025-02,Spain,Desktop,Safari,5.159
2025-02,Spain,Desktop,Opera,1.661
2025-02,Spain,Desktop,Brave,1.233
2025-02,Spain,Desktop,Avast Secure Browser,0.215
2025-02,Spain,Desktop,AVG,0.059
2025-02,Spain,Desktop,DuckDuckGo,0.046
2025-02,Spain,Desktop,Yandex Browser,0.029
2025-02,Spain,Desktop,Mi Browser,0.011
2025-02,Spain,Desktop,Sogou Explorer,0.007
2025-02,Spain,Desktop,UC Browser,0.005
2025-02,Spain,Desktop,Aloha Browser,0.002
2025-02,Spain,Desktop,Huawei Browser,0.002
2025-02,Spain,Desktop,Other,0.002
2025-02,Spain,Desktop,Vivaldi,0.002
2025-02,Spain,Desktop,Whale,0.002
2025-02,Spain,MacOSX,Chrome,55.718
2025-02,Spain,MacOSX,Safari,35.912
2025-02,Spain,MacOSX,Firefox,6.205
2025-02,Spain,MacOSX,Brave,1.224
2025-02,Spain,MacOSX,Opera,0.414
2025-02,Spain,MacOSX,Edge,0.366
2025-02,Spain,MacOSX,DuckDuckGo,0.134
2025-02,Spain,MacOSX,Yandex Browser,0.02
2025-02,Spain,MacOSX,Aloha Browser,0.004
2025-02,Spain,MacOSX,Avast Secure Browser,0.001
2025-02,Spain,MacOSX,Vivaldi,0.001
2025-02,Spain,MacOSX,Whale,0.001
2025-02,Spain,MacOSX,Other,0.0
2025-02,Spain,Mobile,Chrome,49.669
2025-02,Spain,Mobile,Mobile Safari UI/WKWebView,15.03
2025-02,Spain,Mobile,Safari,11.103
2025-02,Spain,Mobile,Chrome Mobile WebView,10.229
2025-02,Spain,Mobile,Instagram,4.204
2025-02,Spain,Mobile,Facebook,3.791
2025-02,Spain,Mobile,Samsung Internet,3.079
2025-02,Spain,Mobile,Mi Browser,0.516
2025-02,Spain,Mobile,Firefox,0.475
2025-02,Spain,Mobile,Brave,0.437
2025-02,Spain,Mobile,TikTok,0.405
2025-02,Spain,Mobile,Edge,0.215
2025-02,Spain,Mobile,DuckDuckGo,0.193
2025-02,Spain,Mobile,Opera,0.187
2025-02,Spain,Mobile,Twitter,0.13
2025-02,Spain,Mobile,Huawei Browser,0.08
2025-02,Spain,Mobile,Pinterest,0.074
2025-02,Spain,Mobile,Aloha Browser,0.061
2025-02,Spain,Mobile,Ecosia,0.04
2025-02,Spain,Mobile,Yandex Browser,0.024
2025-02,Spain,Mobile,UC Browser,0.023
2025-02,Spain,Mobile,Snapchat,0.015
2025-02,Spain,Mobile,Oculus Browser,0.012
2025-02,Spain,Mobile,QQ Browser,0.002
2025-02,Spain,Mobile,VivoBrowser,0.002
2025-02,Spain,Mobile,HiBrowser,0.001
2025-02,Spain,Mobile,Instabridge,0.001
2025-02,Spain,Mobile,Mint Browser,0.001
2025-02,Spain,Mobile,Other,0.001
2025-02,Spain,Mobile,Whale,0.001
2025-02,Spain,Windows,Chrome,75.836
2025-02,Spain,Windows,Edge,12.883
2025-02,Spain,Windows,Firefox,7.633
2025-02,Spain,Windows,Opera,1.971
2025-02,Spain,Windows,Brave,1.237
2025-02,Spain,Windows,Avast Secure Browser,0.268
2025-02,Spain,Windows,AVG,0.074
2025-02,Spain,Windows,DuckDuckGo,0.033
2025-02,Spain,Windows,Yandex Browser,0.032
2025-02,Spain,Windows,Safari,0.009
2025-02,Spain,Windows,Sogou Explorer,0.008
2025-02,Spain,Windows,UC Browser,0.006
2025-02,Spain,Windows,Huawei Browser,0.002
2025-02,Spain,Windows,Other,0.002
2025-02,Spain,Windows,Vivaldi,0.002
2025-02,Spain,Windows,Whale,0.002
2025-02,Spain,iOS,Mobile Safari UI/WKWebView,44.512
2025-02,Spain,iOS,Safari,32.29
2025-02,Spain,iOS,Chrome,10.474
2025-02,Spain,iOS,Instagram,7.415
2025-02,Spain,iOS,Facebook,3.426
2025-02,Spain,iOS,TikTok,0.701
2025-02,Spain,iOS,Twitter,0.346
2025-02,Spain,iOS,Pinterest,0.207
2025-02,Spain,iOS,Firefox,0.194
2025-02,Spain,iOS,Edge,0.182
2025-02,Spain,iOS,DuckDuckGo,0.127
2025-02,Spain,iOS,Aloha Browser,0.04
2025-02,Spain,iOS,Snapchat,0.036
2025-02,Spain,iOS,Yandex Browser,0.02
2025-02,Spain,iOS,Ecosia,0.019
2025-02,Spain,iOS,Opera,0.004
2025-02,Spain,iOS,Brave,0.003
2025-02,Spain,iOS,UC Browser,0.002
2025-02,Spain,iOS,KakaoTalk,0.001
2025-02,Spain,iOS,Other,0.001
2025-02,Spain,iOS,QQ Browser,0.001
2025-02,Sweden,Android,Chrome,55.013
2025-02,Sweden,Android,Chrome Mobile WebView,18.87
2025-02,Sweden,Android,Samsung Internet,13.746
2025-02,Sweden,Android,Facebook,6.302
2025-02,Sweden,Android,Instagram,1.916
2025-02,Sweden,Android,Firefox,1.425
2025-02,Sweden,Android,Brave,0.67
2025-02,Sweden,Android,DuckDuckGo,0.503
2025-02,Sweden,Android,Edge,0.462
2025-02,Sweden,Android,Opera,0.323
2025-02,Sweden,Android,Yandex Browser,0.185
2025-02,Sweden,Android,TikTok,0.173
2025-02,Sweden,Android,Aloha Browser,0.09
2025-02,Sweden,Android,Mi Browser,0.079
2025-02,Sweden,Android,Huawei Browser,0.059
2025-02,Sweden,Android,Ecosia,0.046
2025-02,Sweden,Android,Oculus Browser,0.043
2025-02,Sweden,Android,Snapchat,0.039
2025-02,Sweden,Android,UC Browser,0.025
2025-02,Sweden,Android,Twitter,0.009
2025-02,Sweden,Android,Pinterest,0.007
2025-02,Sweden,Android,VivoBrowser,0.004
2025-02,Sweden,Android,Instabridge,0.003
2025-02,Sweden,Android,Other,0.002
2025-02,Sweden,Android,QQ Browser,0.002
2025-02,Sweden,Android,HiBrowser,0.001
2025-02,Sweden,Android,Whale,0.001
2025-02,Sweden,Desktop,Chrome,67.57
2025-02,Sweden,Desktop,Edge,13.495
2025-02,Sweden,Desktop,Safari,9.153
2025-02,Sweden,Desktop,Firefox,6.367
2025-02,Sweden,Desktop,Opera,1.807
2025-02,Sweden,Desktop,Brave,1.233
2025-02,Sweden,Desktop,Yandex Browser,0.14
2025-02,Sweden,Desktop,DuckDuckGo,0.085
2025-02,Sweden,Desktop,Avast Secure Browser,0.076
2025-02,Sweden,Desktop,AVG,0.066
2025-02,Sweden,Desktop,Whale,0.003
2025-02,Sweden,Desktop,Aloha Browser,0.001
2025-02,Sweden,Desktop,Mi Browser,0.001
2025-02,Sweden,Desktop,Other,0.001
2025-02,Sweden,Desktop,Vivaldi,0.001
2025-02,Sweden,MacOSX,Chrome,46.958
2025-02,Sweden,MacOSX,Safari,46.409
2025-02,Sweden,MacOSX,Firefox,4.487
2025-02,Sweden,MacOSX,Brave,0.984
2025-02,Sweden,MacOSX,Edge,0.549
2025-02,Sweden,MacOSX,Opera,0.321
2025-02,Sweden,MacOSX,DuckDuckGo,0.234
2025-02,Sweden,MacOSX,Yandex Browser,0.054
2025-02,Sweden,MacOSX,Aloha Browser,0.003
2025-02,Sweden,MacOSX,Other,0.001
2025-02,Sweden,MacOSX,Vivaldi,0.001
2025-02,Sweden,MacOSX,Whale,0.001
2025-02,Sweden,Mobile,Safari,29.382
2025-02,Sweden,Mobile,Chrome,27.427
2025-02,Sweden,Mobile,Mobile Safari UI/WKWebView,16.331
2025-02,Sweden,Mobile,Chrome Mobile WebView,7.479
2025-02,Sweden,Mobile,Facebook,7.292
2025-02,Sweden,Mobile,Samsung Internet,5.585
2025-02,Sweden,Mobile,Instagram,3.509
2025-02,Sweden,Mobile,Firefox,0.735
2025-02,Sweden,Mobile,TikTok,0.447
2025-02,Sweden,Mobile,Edge,0.388
2025-02,Sweden,Mobile,DuckDuckGo,0.346
2025-02,Sweden,Mobile,Brave,0.265
2025-02,Sweden,Mobile,Snapchat,0.175
2025-02,Sweden,Mobile,Opera,0.129
2025-02,Sweden,Mobile,Yandex Browser,0.129
2025-02,Sweden,Mobile,Pinterest,0.12
2025-02,Sweden,Mobile,Twitter,0.081
2025-02,Sweden,Mobile,Aloha Browser,0.063
2025-02,Sweden,Mobile,Mi Browser,0.031
2025-02,Sweden,Mobile,Ecosia,0.027
2025-02,Sweden,Mobile,Huawei Browser,0.023
2025-02,Sweden,Mobile,Oculus Browser,0.017
2025-02,Sweden,Mobile,UC Browser,0.011
2025-02,Sweden,Mobile,Other,0.003
2025-02,Sweden,Mobile,Instabridge,0.001
2025-02,Sweden,Mobile,QQ Browser,0.001
2025-02,Sweden,Mobile,VivoBrowser,0.001
2025-02,Sweden,Windows,Chrome,71.384
2025-02,Sweden,Windows,Edge,17.967
2025-02,Sweden,Windows,Firefox,6.607
2025-02,Sweden,Windows,Opera,2.313
2025-02,Sweden,Windows,Brave,1.303
2025-02,Sweden,Windows,Yandex Browser,0.171
2025-02,Sweden,Windows,Avast Secure Browser,0.102
2025-02,Sweden,Windows,AVG,0.088
2025-02,Sweden,Windows,DuckDuckGo,0.052
2025-02,Sweden,Windows,Safari,0.007
2025-02,Sweden,Windows,Whale,0.004
2025-02,Sweden,Windows,Aloha Browser,0.001
2025-02,Sweden,Windows,Huawei Browser,0.001
2025-02,Sweden,Windows,Other,0.001
2025-02,Sweden,Windows,Vivaldi,0.001
2025-02,Sweden,iOS,Safari,48.75
2025-02,Sweden,iOS,Mobile Safari UI/WKWebView,27.222
2025-02,Sweden,iOS,Chrome,9.206
2025-02,Sweden,iOS,Facebook,7.991
2025-02,Sweden,iOS,Instagram,4.584
2025-02,Sweden,iOS,TikTok,0.631
2025-02,Sweden,iOS,Edge,0.338
2025-02,Sweden,iOS,Firefox,0.284
2025-02,Sweden,iOS,Snapchat,0.267
2025-02,Sweden,iOS,DuckDuckGo,0.245
2025-02,Sweden,iOS,Pinterest,0.195
2025-02,Sweden,iOS,Twitter,0.129
2025-02,Sweden,iOS,Yandex Browser,0.092
2025-02,Sweden,iOS,Aloha Browser,0.045
2025-02,Sweden,iOS,Ecosia,0.014
2025-02,Sweden,iOS,Opera,0.002
2025-02,Sweden,iOS,Other,0.002
2025-02,Sweden,iOS,UC Browser,0.001
2025-02,Switzerland,Android,Chrome,58.019
2025-02,Switzerland,Android,Samsung Internet,16.5
2025-02,Switzerland,Android,Chrome Mobile WebView,13.272
2025-02,Switzerland,Android,Facebook,3.202
2025-02,Switzerland,Android,Firefox,2.57
2025-02,Switzerland,Android,Instagram,2.232
2025-02,Switzerland,Android,Brave,1.166
2025-02,Switzerland,Android,DuckDuckGo,0.848
2025-02,Switzerland,Android,Edge,0.554
2025-02,Switzerland,Android,Opera,0.485
2025-02,Switzerland,Android,Ecosia,0.296
2025-02,Switzerland,Android,TikTok,0.2
2025-02,Switzerland,Android,Huawei Browser,0.138
2025-02,Switzerland,Android,Mi Browser,0.119
2025-02,Switzerland,Android,UC Browser,0.1
2025-02,Switzerland,Android,Aloha Browser,0.095
2025-02,Switzerland,Android,Yandex Browser,0.074
2025-02,Switzerland,Android,Oculus Browser,0.033
2025-02,Switzerland,Android,Snapchat,0.02
2025-02,Switzerland,Android,Pinterest,0.019
2025-02,Switzerland,Android,Twitter,0.016
2025-02,Switzerland,Android,VivoBrowser,0.014
2025-02,Switzerland,Android,QQ Browser,0.01
2025-02,Switzerland,Android,HiBrowser,0.006
2025-02,Switzerland,Android,Instabridge,0.003
2025-02,Switzerland,Android,Other,0.003
2025-02,Switzerland,Android,Avast Secure Browser,0.002
2025-02,Switzerland,Android,Whale,0.002
2025-02,Switzerland,Android,AVG,0.001
2025-02,Switzerland,Android,Tenta Browser,0.001
2025-02,Switzerland,Desktop,Chrome,44.719
2025-02,Switzerland,Desktop,Edge,20.265
2025-02,Switzerland,Desktop,Firefox,15.749
2025-02,Switzerland,Desktop,Safari,14.664
2025-02,Switzerland,Desktop,Brave,2.233
2025-02,Switzerland,Desktop,Opera,1.828
2025-02,Switzerland,Desktop,DuckDuckGo,0.206
2025-02,Switzerland,Desktop,Avast Secure Browser,0.169
2025-02,Switzerland,Desktop,Yandex Browser,0.095
2025-02,Switzerland,Desktop,AVG,0.054
2025-02,Switzerland,Desktop,Vivaldi,0.004
2025-02,Switzerland,Desktop,Aloha Browser,0.003
2025-02,Switzerland,Desktop,Whale,0.003
2025-02,Switzerland,Desktop,Mi Browser,0.002
2025-02,Switzerland,Desktop,Huawei Browser,0.001
2025-02,Switzerland,Desktop,Other,0.001
2025-02,Switzerland,Desktop,QQ Browser,0.001
2025-02,Switzerland,Desktop,Wave Browser,0.001
2025-02,Switzerland,MacOSX,Safari,48.793
2025-02,Switzerland,MacOSX,Chrome,36.322
2025-02,Switzerland,MacOSX,Firefox,11.113
2025-02,Switzerland,MacOSX,Brave,2.124
2025-02,Switzerland,MacOSX,Edge,0.601
2025-02,Switzerland,MacOSX,Opera,0.581
2025-02,Switzerland,MacOSX,DuckDuckGo,0.431
2025-02,Switzerland,MacOSX,Yandex Browser,0.024
2025-02,Switzerland,MacOSX,Aloha Browser,0.006
2025-02,Switzerland,MacOSX,Avast Secure Browser,0.003
2025-02,Switzerland,MacOSX,Vivaldi,0.003
2025-02,Switzerland,MacOSX,Other,0.001
2025-02,Switzerland,Mobile,Safari,32.022
2025-02,Switzerland,Mobile,Chrome,29.635
2025-02,Switzerland,Mobile,Mobile Safari UI/WKWebView,13.03
2025-02,Switzerland,Mobile,Samsung Internet,7.378
2025-02,Switzerland,Mobile,Chrome Mobile WebView,5.774
2025-02,Switzerland,Mobile,Instagram,4.025
2025-02,Switzerland,Mobile,Facebook,3.491
2025-02,Switzerland,Mobile,Firefox,1.465
2025-02,Switzerland,Mobile,DuckDuckGo,0.617
2025-02,Switzerland,Mobile,Brave,0.507
2025-02,Switzerland,Mobile,TikTok,0.486
2025-02,Switzerland,Mobile,Edge,0.48
2025-02,Switzerland,Mobile,Opera,0.214
2025-02,Switzerland,Mobile,Ecosia,0.187
2025-02,Switzerland,Mobile,Pinterest,0.162
2025-02,Switzerland,Mobile,Aloha Browser,0.098
2025-02,Switzerland,Mobile,Snapchat,0.094
2025-02,Switzerland,Mobile,Twitter,0.083
2025-02,Switzerland,Mobile,Yandex Browser,0.061
2025-02,Switzerland,Mobile,Huawei Browser,0.06
2025-02,Switzerland,Mobile,Mi Browser,0.052
2025-02,Switzerland,Mobile,UC Browser,0.044
2025-02,Switzerland,Mobile,Oculus Browser,0.015
2025-02,Switzerland,Mobile,VivoBrowser,0.006
2025-02,Switzerland,Mobile,QQ Browser,0.004
2025-02,Switzerland,Mobile,HiBrowser,0.002
2025-02,Switzerland,Mobile,Other,0.002
2025-02,Switzerland,Mobile,Avast Secure Browser,0.001
2025-02,Switzerland,Mobile,Instabridge,0.001
2025-02,Switzerland,Mobile,KakaoTalk,0.001
2025-02,Switzerland,Mobile,Whale,0.001
2025-02,Switzerland,Windows,Chrome,47.821
2025-02,Switzerland,Windows,Edge,30.073
2025-02,Switzerland,Windows,Firefox,16.927
2025-02,Switzerland,Windows,Opera,2.383
2025-02,Switzerland,Windows,Brave,2.194
2025-02,Switzerland,Windows,Avast Secure Browser,0.253
2025-02,Switzerland,Windows,Yandex Browser,0.127
2025-02,Switzerland,Windows,DuckDuckGo,0.12
2025-02,Switzerland,Windows,AVG,0.081
2025-02,Switzerland,Windows,Safari,0.007
2025-02,Switzerland,Windows,Whale,0.005
2025-02,Switzerland,Windows,Vivaldi,0.004
2025-02,Switzerland,Windows,Aloha Browser,0.001
2025-02,Switzerland,Windows,Huawei Browser,0.001
2025-02,Switzerland,Windows,Other,0.001
2025-02,Switzerland,Windows,QQ Browser,0.001
2025-02,Switzerland,Windows,Sogou Explorer,0.001
2025-02,Switzerland,Windows,Wave Browser,0.001
2025-02,Switzerland,iOS,Safari,56.987
2025-02,Switzerland,iOS,Mobile Safari UI/WKWebView,23.378
2025-02,Switzerland,iOS,Chrome,7.354
2025-02,Switzerland,iOS,Instagram,5.479
2025-02,Switzerland,iOS,Facebook,3.764
2025-02,Switzerland,iOS,TikTok,0.715
2025-02,Switzerland,iOS,Firefox,0.621
2025-02,Switzerland,iOS,DuckDuckGo,0.445
2025-02,Switzerland,iOS,Edge,0.424
2025-02,Switzerland,iOS,Pinterest,0.276
2025-02,Switzerland,iOS,Snapchat,0.153
2025-02,Switzerland,iOS,Twitter,0.137
2025-02,Switzerland,iOS,Ecosia,0.106
2025-02,Switzerland,iOS,Aloha Browser,0.102
2025-02,Switzerland,iOS,Yandex Browser,0.052
2025-02,Switzerland,iOS,Opera,0.005
2025-02,Switzerland,iOS,Avast Secure Browser,0.001
2025-02,Switzerland,iOS,Other,0.001
2025-02,Switzerland,iOS,UC Browser,0.001
2025-02,Turkey,Android,Chrome,68.673
2025-02,Turkey,Android,Chrome Mobile WebView,17.842
2025-02,Turkey,Android,Samsung Internet,4.216
2025-02,Turkey,Android,Instagram,4.002
2025-02,Turkey,Android,Facebook,2.382
2025-02,Turkey,Android,Opera,0.67
2025-02,Turkey,Android,Mi Browser,0.53
2025-02,Turkey,Android,Huawei Browser,0.385
2025-02,Turkey,Android,Yandex Browser,0.38
2025-02,Turkey,Android,Brave,0.201
2025-02,Turkey,Android,Firefox,0.166
2025-02,Turkey,Android,HiBrowser,0.15
2025-02,Turkey,Android,TikTok,0.117
2025-02,Turkey,Android,Twitter,0.117
2025-02,Turkey,Android,Edge,0.066
2025-02,Turkey,Android,UC Browser,0.037
2025-02,Turkey,Android,Aloha Browser,0.025
2025-02,Turkey,Android,DuckDuckGo,0.021
2025-02,Turkey,Android,Snapchat,0.007
2025-02,Turkey,Android,Pinterest,0.005
2025-02,Turkey,Android,Oculus Browser,0.003
2025-02,Turkey,Android,Other,0.002
2025-02,Turkey,Android,Ecosia,0.001
2025-02,Turkey,Android,QQ Browser,0.001
2025-02,Turkey,Android,VivoBrowser,0.001
2025-02,Turkey,Desktop,Chrome,75.066
2025-02,Turkey,Desktop,Edge,7.383
2025-02,Turkey,Desktop,Opera,6.906
2025-02,Turkey,Desktop,Safari,4.651
2025-02,Turkey,Desktop,Firefox,3.575
2025-02,Turkey,Desktop,Brave,1.331
2025-02,Turkey,Desktop,Yandex Browser,0.95
2025-02,Turkey,Desktop,Avast Secure Browser,0.077
2025-02,Turkey,Desktop,AVG,0.019
2025-02,Turkey,Desktop,Mi Browser,0.017
2025-02,Turkey,Desktop,DuckDuckGo,0.008
2025-02,Turkey,Desktop,Huawei Browser,0.005
2025-02,Turkey,Desktop,Whale,0.004
2025-02,Turkey,Desktop,Aloha Browser,0.003
2025-02,Turkey,Desktop,UC Browser,0.003
2025-02,Turkey,Desktop,Other,0.001
2025-02,Turkey,Desktop,Vivaldi,0.001
2025-02,Turkey,MacOSX,Safari,48.232
2025-02,Turkey,MacOSX,Chrome,46.239
2025-02,Turkey,MacOSX,Firefox,1.938
2025-02,Turkey,MacOSX,Opera,1.849
2025-02,Turkey,MacOSX,Brave,1.158
2025-02,Turkey,MacOSX,Edge,0.362
2025-02,Turkey,MacOSX,Yandex Browser,0.19
2025-02,Turkey,MacOSX,DuckDuckGo,0.028
2025-02,Turkey,MacOSX,Aloha Browser,0.005
2025-02,Turkey,MacOSX,Avast Secure Browser,0.001
2025-02,Turkey,MacOSX,Vivaldi,0.001
2025-02,Turkey,MacOSX,Other,0.0
2025-02,Turkey,Mobile,Chrome,50.387
2025-02,Turkey,Mobile,Safari,16.348
2025-02,Turkey,Mobile,Chrome Mobile WebView,11.942
2025-02,Turkey,Mobile,Mobile Safari UI/WKWebView,7.926
2025-02,Turkey,Mobile,Instagram,5.855
2025-02,Turkey,Mobile,Samsung Internet,2.984
2025-02,Turkey,Mobile,Facebook,2.099
2025-02,Turkey,Mobile,Opera,0.456
2025-02,Turkey,Mobile,Mi Browser,0.355
2025-02,Turkey,Mobile,Twitter,0.317
2025-02,Turkey,Mobile,Yandex Browser,0.312
2025-02,Turkey,Mobile,Huawei Browser,0.258
2025-02,Turkey,Mobile,TikTok,0.161
2025-02,Turkey,Mobile,Brave,0.134
2025-02,Turkey,Mobile,Firefox,0.129
2025-02,Turkey,Mobile,HiBrowser,0.1
2025-02,Turkey,Mobile,Pinterest,0.074
2025-02,Turkey,Mobile,Edge,0.063
2025-02,Turkey,Mobile,Aloha Browser,0.038
2025-02,Turkey,Mobile,UC Browser,0.025
2025-02,Turkey,Mobile,DuckDuckGo,0.019
2025-02,Turkey,Mobile,Snapchat,0.011
2025-02,Turkey,Mobile,Oculus Browser,0.002
2025-02,Turkey,Mobile,Other,0.002
2025-02,Turkey,Mobile,Ecosia,0.001
2025-02,Turkey,Mobile,QQ Browser,0.001
2025-02,Turkey,Mobile,VivoBrowser,0.001
2025-02,Turkey,Windows,Chrome,78.065
2025-02,Turkey,Windows,Edge,8.378
2025-02,Turkey,Windows,Opera,7.38
2025-02,Turkey,Windows,Firefox,3.663
2025-02,Turkey,Windows,Brave,1.358
